Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
Sunflower,2018,Summer     ,Karnataka,2734.0,2422,1419.1,443454.8,956.9,1.086363636
Rice,2011,Kharif     ,Gujarat,751300.0,1521800,890.5,125857776.0,247929.0,1.951666667
Peas & beans (Pulses),1997,Kharif     ,Mizoram,231.0,271,2644.2,21984.27,71.61,1.4825
Masoor,2009,Rabi       ,Punjab,1100.0,700,371.3,171402.0,187.0,0.734
Bajra,2008,Rabi       ,Karnataka,354.0,331,1164.1,50636.16,31.86,0.94
Bajra,2001,Kharif     ,Nagaland,1500.0,1000,1532.0,153195.0,390.0,0.66
Wheat,1997,Rabi       ,Mizoram,22.0,11,2644.2,2093.74,6.82,0.5
Horse-gram,2015,Rabi       ,Andhra Pradesh,22577.0,11421,940.7,3565134.07,7450.41,0.5475
Tobacco,2008,Summer     ,Uttar Pradesh,546.0,1240,891.6,78099.84,49.14,2.23875
Onion,2013,Rabi       ,Andhra Pradesh,5326.0,117905,1062.3,769553.74,1438.02,19.63545455
Wheat,2013,Rabi       ,Punjab,3512000.0,17620000,586.6,507448880.0,948240.0,4.936818182
Moong(Green Gram),2019,Kharif     ,Telangana,59908.0,47192,1031.7,10289798.08,22165.96,0.750967742
Sweet potato,2004,Whole Year ,Haryana,75.0,1500,484.6,8125.5,15.75,18.602
Sugarcane,2016,Winter     ,Odisha,5493.0,344294,1460.5,841802.25,1922.55,56.1604
Potato,2013,Whole Year ,Haryana,29973.0,696514,452.2,4330798.77,8092.71,23.14047619
Coconut ,2018,Whole Year ,Tamil Nadu,439745.0,5214000000,986.2,71326639.0,153910.75,11263.83
Rapeseed &Mustard,2010,Rabi       ,Nagaland,27050.0,27080,1771.8,4493275.5,6492.0,1.0
Maize,2010,Kharif     ,Punjab,133000.0,491000,392.7,22092630.0,31920.0,3.710909091
Garlic,2016,Rabi       ,Uttar Pradesh,35151.0,223546,965.3,5386890.75,12302.85,6.333114754
Linseed,2002,Rabi       ,Chhattisgarh,67624.0,19746,1001.4,6401964.08,16906.0,0.2775
Tobacco,2008,Whole Year ,Chhattisgarh,27.0,14,1117.9,3862.08,2.43,0.506666667
Wheat,2002,Rabi       ,Maharashtra,759800.0,983900,967.4,71930266.0,189950.0,1.234333333
Potato,2018,Whole Year ,Kerala,536.9,7381,2989.7,87085.18,187.915,13.75
Urad,2010,Rabi       ,Karnataka,8727.0,4079,1317.7,1449641.97,2094.48,0.464166667
Other Kharif pulses,2014,Kharif     ,West Bengal,951.0,636,1483.5,143562.96,313.83,0.545714286
Rice,2005,Summer     ,Karnataka,364244.0,1131350,1316.2,43680140.48,76491.24,3.0144
Arecanut,2008,Whole Year ,Tamil Nadu,5612.0,11061,1201.9,802740.48,505.08,1.708333333
Castor seed,2019,Kharif     ,Chhattisgarh,12.0,4,1420.3,2061.12,4.44,0.3575
Ginger,2018,Whole Year ,Bihar,452.0,838,1521.4,73314.4,158.2,1.883333333
Tobacco,2007,Whole Year ,Mizoram,90.0,37,3095.2,12006.0,14.4,0.6
Tobacco,2005,Whole Year ,Uttarakhand,26.0,97,1353.3,3117.92,5.46,3.833333333
Safflower,2011,Rabi       ,Karnataka,55288.0,34047,1178.986364,9261845.76,18245.04,0.586875
Safflower,2019,Rabi       ,Andhra Pradesh,710.0,348,899.2,121949.6,262.7,0.475
Maize,2010,Rabi       ,Karnataka,115803.0,321962,1317.7,19236036.33,27792.72,2.8475
Maize,1997,Winter     ,Odisha,144.0,136,1496.6,13704.48,44.64,0.9925
Potato,2017,Winter     ,Odisha,3966.0,41812,1344.4,624407.04,1507.08,11.95545455
Jute,2016,Kharif     ,Madhya Pradesh,6000.0,6000,1048.4,919500.0,2100.0,1.0
Dry chillies,2016,Kharif     ,Jammu and Kashmir,646.0,531,902.8,98999.5,226.1,0.839166667
Coconut ,2017,Whole Year ,Tamil Nadu,436024.0,4176500000,970.9,68647618.56,165689.12,9387.334516
Barley,2002,Rabi       ,Bihar,20427.0,23432,1105.8,1933824.09,5106.75,1.154285714
Sannhamp,1999,Rabi       ,West Bengal,107.0,298,2318.1,11355.91,28.89,3.6
Maize,2010,Kharif     ,Tripura,3101.0,4104,2348.3,515107.11,744.24,1.3325
Ginger,2006,Whole Year ,Chhattisgarh,1888.0,2089,1317.2,241116.48,415.36,1.158125
Gram,2018,Rabi       ,Assam,2244.0,1575,2372.9,363976.8,785.4,0.644
Soyabean,2013,Kharif     ,Karnataka,218908.0,270157,1235.6,31630016.92,59105.16,1.18
Cashewnut,2004,Whole Year ,Kerala,81547.0,60584,2880.2,8834801.98,17124.87,0.56
Cardamom,2003,Whole Year ,Karnataka,19480.0,1106,867.6,1928130.4,4675.2,0.061428571
Urad,2002,Rabi       ,Andhra Pradesh,584271.0,330894,648.1,55312935.57,146067.75,0.386666667
Ginger,1998,Winter     ,Manipur,220.0,360,1855.0,21736.0,63.8,1.59
Other  Rabi pulses,2003,Rabi       ,Uttarakhand,43.0,22,1734.3,4256.14,10.32,0.443333333
Moong(Green Gram),2007,Summer     ,Bihar,156047.0,93579,1600.2,20816669.8,24967.52,0.644117647
Small millets,2003,Kharif     ,Karnataka,68145.0,38803,867.6,6744992.1,16354.8,0.546315789
Potato,2011,Whole Year ,Andhra Pradesh,6057.0,60802,861.9,1014668.64,1998.81,10.52428571
Arhar/Tur,2005,Kharif     ,Delhi,151.0,227,653.1,18107.92,31.71,1.5
Ginger,2000,Kharif     ,Meghalaya,7811.0,44900,6258.8,766805.87,2030.86,5.897142857
Sugarcane,2004,Whole Year ,Tamil Nadu,222188.0,24457244,1034.0,24071847.92,46659.48,104.66
Ragi,2007,Kharif     ,Goa,162.0,170,3674.7,21610.8,25.92,0.995
Jowar,2009,Rabi       ,Andhra Pradesh,199858.0,252991,711.0,31141873.56,33975.86,2.016
Moong(Green Gram),2017,Summer     ,Uttar Pradesh,42125.0,28284,652.1,6632160.0,16007.5,0.653220339
Wheat,2007,Rabi       ,Karnataka,275583.0,280384,1323.3,36762772.2,44093.28,1.018
Other Cereals,2017,Rabi       ,Tamil Nadu,3352.0,4442,970.9,527738.88,1273.76,1.091538462
Groundnut,2015,Kharif     ,Andhra Pradesh,682130.0,597783,940.7,107715148.3,225102.9,1.811538462
Maize,2010,Kharif     ,Arunachal Pradesh,45061.0,64714,2574.1,7485082.71,10814.64,1.515625
Peas & beans (Pulses),2017,Kharif     ,Haryana,15559.0,135147,417.1,2449608.96,5912.42,9.862857143
Wheat,2002,Rabi       ,Jammu and Kashmir,244157.0,401900,933.2,23114343.19,61039.25,1.465
Urad,2015,Kharif     ,Madhya Pradesh,937000.0,515000,1000.7,147961670.0,309210.0,0.554489796
Sweet potato,2007,Whole Year ,Chhattisgarh,2671.0,15681,1246.2,356311.4,427.36,5.865
Gram,2004,Rabi       ,Assam,2141.0,1084,2536.9,231955.94,449.61,0.470434783
Mesta,2003,Kharif     ,Chhattisgarh,1219.0,2432,1643.7,120656.62,292.56,2.107857143
Linseed,2009,Rabi       ,Bihar,22702.0,19206,889.3,3537425.64,3859.34,0.848648649
Banana,2000,Whole Year ,Andhra Pradesh,49051.0,819660,935.6,4815336.67,12753.26,17.63090909
Jowar,2017,Kharif     ,Karnataka,92465.0,153017,1111.7,14557689.6,35136.7,1.866470588
Moong(Green Gram),2014,Summer     ,Odisha,175592.0,70272,1536.9,26507368.32,57945.36,0.391481481
Tobacco,2000,Whole Year ,Gujarat,87800.0,148500,379.7,8619326.0,22828.0,1.51375
Moong(Green Gram),2012,Rabi       ,Chhattisgarh,6946.0,1585,1366.8,1047456.8,2153.26,0.264761905
Sugarcane,2010,Whole Year ,Arunachal Pradesh,1508.0,28974,2574.1,250493.88,361.92,20.63111111
Moong(Green Gram),2009,Kharif     ,Karnataka,370345.0,45514,1321.0,57707157.9,62958.65,0.199565217
Small millets,2001,Kharif     ,Gujarat,12900.0,2900,666.5,1317477.0,3354.0,0.21
Ragi,2017,Kharif     ,Puducherry,19.0,57,1582.4,2991.36,7.22,3.0
Sannhamp,2016,Whole Year ,Karnataka,57.0,13,1147.2,8735.25,19.95,0.071666667
Banana,2015,Whole Year ,Tamil Nadu,94214.0,3610173,1201.9,14877332.74,31090.62,38.35645161
Sweet potato,2005,Whole Year ,Andhra Pradesh,1085.0,8726,1075.5,130113.2,227.85,8.547777778
Urad,2016,Summer     ,Puducherry,402.0,106,1391.3,61606.5,140.7,0.43
Masoor,2002,Rabi       ,Uttarakhand,14451.0,6437,1610.3,1368076.17,3612.75,0.436923077
Sweet potato,2003,Whole Year ,Tamil Nadu,1039.0,15049,345.6,102840.22,249.36,14.55
Sugarcane,2019,Whole Year ,Haryana,96300.0,7730300,351.8,16540488.0,35631.0,78.94444444
Arecanut,2017,Whole Year ,Tamil Nadu,6740.0,14926,970.9,1061145.6,2561.2,2.313043478
Moong(Green Gram),2011,Autumn     ,Odisha,24786.0,5254,1346.2,4152150.72,8179.38,0.190769231
Moong(Green Gram),2004,Summer     ,Odisha,111395.0,35257,1290.4,12068534.3,23392.95,0.275
Maize,2018,Winter     ,Odisha,67.0,164,1635.9,10867.4,23.45,2.231
Cotton(lint),2004,Kharif     ,Puducherry,731.0,526,1434.5875,79196.54,153.51,0.725
Sesamum,2010,Autumn     ,Odisha,6354.0,1280,1291.9,1055462.94,1524.96,0.205555556
Urad,1997,Autumn     ,Odisha,32111.0,8536,1496.6,3056003.87,9954.41,0.233181818
Urad,2018,Kharif     ,Maharashtra,366614.0,154473,1387.4,59464790.8,128314.9,0.41137931
Cotton(lint),2017,Kharif     ,Puducherry,154.0,164,1582.4,24245.76,58.52,1.42
Other Kharif pulses,2010,Kharif     ,Sikkim,3000.0,8618,2527.0,498330.0,720.0,2.715
Cotton(lint),2008,Kharif     ,Maharashtra,3146000.0,4752300,1052.8,450003840.0,283140.0,1.516296296
Sugarcane,1998,Rabi       ,Manipur,10.0,330,1855.0,988.0,2.9,33.0
Urad,2015,Kharif     ,Maharashtra,285900.0,61420,875.7,45146469.0,94347.0,0.323939394
Garlic,2003,Whole Year ,Gujarat,27100.0,189800,902.5,2682358.0,6504.0,6.95
Arecanut,2006,Whole Year ,Assam,69104.0,55044,1774.9,8825271.84,15202.88,0.817037037
Tapioca,2010,Whole Year ,Kerala,72284.1,2408962,3131.8,12007111.85,17348.184,34.24
Turmeric,2005,Rabi       ,Uttar Pradesh,979.0,4364,751.9,117401.68,205.59,4.410967742
Tobacco,2004,Whole Year ,Mizoram,468.0,317,2640.8,50703.12,98.28,0.688571429
Wheat,2020,Rabi       ,Uttarakhand,297189.0,937003,1313.947826,57538762.29,109959.93,2.216153846
Jowar,2012,Kharif     ,Maharashtra,888700.0,1197400,1003.4,134015960.0,275497.0,1.2828
Sesamum,2006,Kharif     ,Bihar,3522.0,2732,1052.8,449794.62,774.84,0.774
Rice,1997,Summer     ,Assam,174974.0,209623,2051.4,16652275.58,54241.94,1.060434783
Soyabean,2013,Kharif     ,Gujarat,59954.0,47747,1006.5,8662753.46,16187.58,0.791111111
Linseed,2004,Rabi       ,Meghalaya,75.0,35,4767.9,8125.5,15.75,0.47
Moong(Green Gram),2009,Winter     ,Odisha,120690.0,27253,1330.3,18805915.8,20517.3,0.263703704
Jowar,2018,Rabi       ,Gujarat,36381.0,44570,1125.4,5900998.2,12733.35,1.247647059
Rapeseed &Mustard,2018,Rabi       ,Madhya Pradesh,707437.0,1040754,1102.2,114746281.4,247602.95,0.7016
Moong(Green Gram),2008,Kharif     ,Manipur,431.0,474,1134.8,61650.24,38.79,1.133333333
Cotton(lint),2010,Kharif     ,Haryana,493228.0,1747000,639.2,81930103.08,118374.72,2.095
Gram,2019,Rabi       ,Tamil Nadu,5552.0,5138,910.1,953611.52,2054.24,0.871538462
Linseed,2019,Rabi       ,Assam,4885.0,3039,2084.7,839047.6,1807.45,0.588695652
Sweet potato,2000,Whole Year ,Bihar,5009.0,60707,1207.0,491733.53,1302.34,12.08833333
Rice,2004,Kharif     ,Arunachal Pradesh,121642.0,134950,2939.5,13178694.28,25544.82,1.080625
Wheat,2009,Rabi       ,Bihar,2116098.0,4403841,889.3,329730390.4,359736.66,2.076315789
Dry chillies,2007,Whole Year ,Haryana,1321.0,13800,443.8,176221.4,211.36,8.716428571
Rapeseed &Mustard,2010,Rabi       ,Manipur,26750.0,20850,2160.5,4443442.5,6420.0,0.79
Potato,2012,Winter     ,Odisha,5324.0,65017,1430.2,802859.2,1650.44,11.66964286
Garlic,2018,Whole Year ,Chhattisgarh,1244.0,3485,1515.5,201776.8,435.4,2.879411765
Niger seed,2019,Kharif     ,Madhya Pradesh,6210.0,2070,1446.7,1066629.6,2297.7,0.282222222
Rice,2010,Kharif     ,Uttar Pradesh,5631949.0,11938078,742.6,935523048.4,1351667.76,2.052916667
Tobacco,2014,Kharif     ,Andhra Pradesh,19733.0,152700,687.6,2978893.68,6511.89,6.8325
Moong(Green Gram),2003,Rabi       ,Karnataka,8380.0,2451,867.6,829452.4,2011.2,0.290666667
Onion,2014,Kharif     ,Andhra Pradesh,29445.0,540640,687.6,4445017.2,9716.85,17.84545455
Niger seed,1999,Kharif     ,West Bengal,6733.0,3528,2318.1,714573.29,1817.91,0.3875
Gram,2016,Rabi       ,Punjab,1600.0,2200,635.9,245200.0,560.0,1.404285714
Sugarcane,2016,Whole Year ,Haryana,101500.0,8167000,554.7,15554875.0,35525.0,77.64055556
Wheat,2012,Summer     ,Odisha,1039.0,1974,1430.2,156681.2,322.09,1.622857143
Groundnut,2004,Kharif     ,Tamil Nadu,615877.0,1005342,1034.0,66724114.18,129334.17,1.790714286
Bajra,2014,Kharif     ,Delhi,1520.0,3817,416.4,229459.2,501.6,2.51
Jowar,2008,Rabi       ,Andhra Pradesh,160490.0,269115,944.6,22956489.6,14444.1,2.484444444
Coriander,2018,Whole Year ,Bihar,2539.0,2298,1521.4,411825.8,888.65,0.912
Jute,1998,Kharif     ,Assam,78702.0,687173,2354.4,7775757.6,22823.58,9.040869565
Castor seed,2015,Kharif     ,Nagaland,330.0,220,1308.3,52110.3,108.9,0.62
other oilseeds,2017,Kharif     ,Arunachal Pradesh,715.0,649,2745.5,112569.6,271.7,1.14
Gram,2011,Rabi       ,Manipur,610.0,521,1533.561905,102187.2,201.3,0.847777778
Sannhamp,2017,Kharif     ,West Bengal,745.0,3638,1830.0,117292.8,283.1,5.828
Moth,2001,Kharif     ,Uttar Pradesh,339.0,132,849.9,34622.07,88.14,0.4608
Peas & beans (Pulses),2013,Rabi       ,Nagaland,7090.0,7640,1350.9,1024434.1,1914.3,1.077272727
Peas & beans (Pulses),2009,Rabi       ,Meghalaya,1012.0,1384,2995.9,157689.84,172.04,1.202857143
Cotton(lint),2013,Kharif     ,Meghalaya,7275.0,8602,2448.4,1051164.75,1964.25,1.126
Onion,2004,Whole Year ,Uttarakhand,2045.0,17694,1219.6,221555.3,429.45,9.187692308
Rapeseed &Mustard,2017,Rabi       ,Uttarakhand,13592.0,11126,1475.8,2139924.48,5164.96,0.75
Garlic,2004,Whole Year ,Bihar,2479.0,3735,1147.8,268574.86,520.59,1.527741935
Coriander,2000,Whole Year ,Tamil Nadu,19170.0,4132,971.1,1881918.9,4984.2,0.2365
Bajra,2004,Summer     ,Karnataka,2108.0,1705,1117.7,228380.72,442.68,0.873333333
Small millets,2007,Whole Year ,Madhya Pradesh,2912.0,660,740.4,388460.8,465.92,0.194285714
Maize,2019,Autumn     ,West Bengal,50026.0,170292,1733.4,8592465.76,18509.62,3.178333333
Sugarcane,2003,Whole Year ,Mizoram,1393.0,36174,2499.5,137879.14,334.32,25.87
Jowar,2016,Kharif     ,Tamil Nadu,128351.0,106504,912.4,19669790.75,44922.85,0.917272727
Maize,2004,Kharif     ,Mizoram,9785.0,18257,2640.8,1060106.9,2054.85,2.14125
Turmeric,2006,Rabi       ,Meghalaya,1912.0,14449,2454.7,244181.52,420.64,6.125714286
Castor seed,2010,Kharif     ,Andhra Pradesh,187721.0,121143,1297.0,31182335.31,45053.04,0.526875
Cotton(lint),1998,Kharif     ,Delhi,1.0,1,784.5,98.8,0.29,1.0
Urad,2010,Rabi       ,Andhra Pradesh,381529.0,207272,1297.0,63375782.19,91566.96,0.573809524
Sesamum,2003,Kharif     ,Uttarakhand,1857.0,294,1734.3,183805.86,445.68,0.155384615
Bajra,2007,Whole Year ,Tamil Nadu,59798.0,85840,1067.2,7977053.2,9567.68,1.6084
Safflower,2013,Rabi       ,Karnataka,43135.0,34167,1235.6,6232576.15,11646.45,0.773333333
other oilseeds,2005,Kharif     ,Sikkim,60.0,50,2041.6,7195.2,12.6,0.875
Tobacco,2014,Kharif     ,Telangana,1534.0,3466,746.4,231572.64,506.22,3.016666667
Sugarcane,1997,Kharif     ,Andhra Pradesh,192500.0,13953300,927.5,18320225.0,59675.0,77.1065
Arecanut,2003,Whole Year ,Andhra Pradesh,311.0,221,826.0,30782.78,74.64,0.704
Groundnut,2011,Autumn     ,West Bengal,1471.0,1268,1686.5,246421.92,485.43,1.016
Potato,2018,Rabi       ,Mizoram,73.0,256,1665.2,11840.6,25.55,3.823333333
Moong(Green Gram),1999,Kharif     ,Maharashtra,619900.0,288780,1166.5,65789987.0,167373.0,0.5221875
Potato,2016,Kharif     ,Andhra Pradesh,527.0,4751,890.0,80762.75,184.45,9.09
Guar seed,2013,Kharif     ,Chhattisgarh,26.0,21,1418.3,3756.74,7.02,0.81
Groundnut,2019,Summer     ,Karnataka,113518.0,127045,1422.3,19497851.68,42001.66,1.157307692
Sannhamp,2002,Whole Year ,Bihar,4235.0,3012,1105.8,400927.45,1058.75,0.726666667
Maize,2015,Kharif     ,Manipur,19720.0,44380,1329.1,3113985.2,6507.6,2.287777778
Sesamum,2009,Kharif     ,Tripura,1532.0,873,2004.2,238716.24,260.44,0.565
Banana,1999,Whole Year ,Meghalaya,5319.0,63383,6200.3,564505.47,1436.13,11.16285714
Sesamum,2012,Kharif     ,Chhattisgarh,19663.0,5722,1366.8,2965180.4,6095.53,0.29
Safflower,1997,Rabi       ,Bihar,480.0,302,1303.7,45681.6,148.8,0.653636364
Groundnut,2018,Kharif     ,Haryana,3490.0,3993,533.2,566078.0,1221.5,0.972222222
Jute,2006,Kharif     ,Madhya Pradesh,4608.0,8650,1072.3,588487.68,1013.76,1.976904762
Gram,2011,Rabi       ,Delhi,13.0,72,641.3954545,2177.76,4.29,5.54
Other Kharif pulses,2008,Kharif     ,Manipur,1309.0,1463,1134.8,187239.36,117.81,1.134444444
Peas & beans (Pulses),2001,Rabi       ,Jammu and Kashmir,538.0,442,953.8,54945.94,139.88,0.81125
Linseed,2005,Rabi       ,Chhattisgarh,70816.0,17495,1292.7,8492254.72,14871.36,0.244666667
Niger seed,2008,Kharif     ,West Bengal,5000.0,3297,1560.1,715200.0,450.0,0.548571429
Garlic,2015,Whole Year ,Tamil Nadu,581.0,3334,1201.9,91745.71,191.73,4.412
Small millets,2008,Rabi       ,West Bengal,1500.0,1751,1560.1,214560.0,135.0,1.27
Tobacco,1999,Whole Year ,Kerala,44.0,245,2914.6,4669.72,11.88,5.57
Rapeseed &Mustard,2014,Rabi       ,Assam,281006.0,187522,1899.0,42420665.76,92731.98,0.634074074
Peas & beans (Pulses),2019,Kharif     ,Nagaland,2300.0,3140,1593.0,395048.0,851.0,1.362
Arhar/Tur,2018,Whole Year ,Kerala,266.0,438,2989.7,43145.2,93.1,1.65
Sugarcane,2010,Whole Year ,Assam,29736.0,1076332,2578.5,4939446.96,7136.64,36.27592593
Soyabean,2004,Kharif     ,Manipur,420.0,500,1613.3,45502.8,88.2,1.133333333
Rice,2008,Kharif     ,Arunachal Pradesh,126799.0,164538,2244.4,18137328.96,11411.91,1.183125
Maize,2003,Summer     ,Uttar Pradesh,20641.0,28216,1075.6,2043046.18,4953.84,1.362166667
Black pepper,2000,Whole Year ,Karnataka,7249.0,17586,1213.3,711634.33,1884.74,2.263636364
Maize,2015,Kharif     ,Karnataka,1091587.0,2982667,1024.9,172372503.2,360223.71,2.7225
Sannhamp,2007,Kharif     ,Bihar,3451.0,15301,1600.2,460363.4,552.16,4.3544
Sesamum,2006,Kharif     ,Gujarat,328800.0,105000,1056.2,41991048.0,72336.0,0.248571429
Sugarcane,1998,Winter     ,Odisha,22325.0,1469529,1357.1,2205710.0,6474.25,58.57666667
Wheat,2001,Rabi       ,Odisha,6976.0,10565,1672.5,712458.88,1813.76,1.1288
Horse-gram,2008,Rabi       ,Madhya Pradesh,193.0,54,895.0,27606.72,17.37,0.28
Moong(Green Gram),2005,Kharif     ,Himachal Pradesh,381.0,159,1248.1,45689.52,80.01,0.401111111
Soyabean,2010,Kharif     ,Sikkim,4200.0,3749,2527.0,697662.0,1008.0,0.89
Rapeseed &Mustard,1999,Rabi       ,Jammu and Kashmir,68751.0,50410,667.1,7296543.63,18562.77,0.561818182
Linseed,2011,Rabi       ,West Bengal,4121.0,1478,1686.5,690349.92,1359.93,0.357142857
Moth,1997,Kharif     ,Uttar Pradesh,933194.0,571557,473.9,88812072.98,289290.14,0.61474359
Groundnut,2008,Rabi       ,Andhra Pradesh,266714.0,523880,944.6,38150770.56,24004.26,2.036818182
Rapeseed &Mustard,2002,Rabi       ,Chhattisgarh,47494.0,15626,1001.4,4496256.98,11873.5,0.289375
Barley,2001,Rabi       ,Punjab,23000.0,78000,479.3,2348990.0,5980.0,3.26
Moong(Green Gram),2001,Kharif     ,West Bengal,619.0,311,1556.6,63218.47,160.94,0.556666667
Jowar,2011,Rabi       ,Maharashtra,2333400.0,1285500,1174.095455,390891168.0,770022.0,0.805185185
Small millets,2002,Kharif     ,Sikkim,4340.0,3740,2496.2,410867.8,1085.0,0.825
Sweet potato,2002,Whole Year ,Karnataka,3390.0,26917,860.8,320931.3,847.5,6.286
Rice,2016,Summer     ,Maharashtra,69640.0,161900,1151.1,10672330.0,24374.0,2.369166667
Horse-gram,2005,Kharif     ,Chhattisgarh,51006.0,16802,1292.7,6116639.52,10711.26,0.479375
Safflower,2006,Rabi       ,Maharashtra,278800.0,168900,1439.4,35605548.0,61336.0,0.5795
Sesamum,2014,Whole Year ,Kerala,262.0,88,3046.4,39551.52,86.46,0.31625
Groundnut,2015,Summer     ,Maharashtra,85308.0,116629,875.7,13470986.28,28151.64,1.226129032
Safflower,1999,Rabi       ,Maharashtra,317400.0,174500,1166.5,33685662.0,85698.0,0.637083333
Moong(Green Gram),2009,Kharif     ,Manipur,190.0,155,992.5,29605.8,32.3,0.718888889
Soyabean,2002,Kharif     ,Sikkim,3890.0,2910,2496.2,368266.3,972.5,0.715
Arhar/Tur,2003,Rabi       ,Andhra Pradesh,7492.0,3246,826.0,741558.16,1798.08,0.41625
Other  Rabi pulses,1998,Rabi       ,Goa,8671.0,9220,2964.9,856694.8,2514.59,1.06
Linseed,2004,Rabi       ,Odisha,22376.0,8529,1290.4,2424215.84,4698.96,0.355625
Rice,2018,Rabi       ,Nagaland,5460.0,15440,1372.7,885612.0,1911.0,2.8275
Moth,2006,Kharif     ,Haryana,1917.0,300,329.3,244820.07,421.74,0.1775
Moong(Green Gram),2017,Summer     ,Bihar,169944.0,120185,1112.0,26755983.36,64578.72,0.855526316
Maize,2014,Kharif     ,Tamil Nadu,191481.0,1663616,911.3,28905971.76,63188.73,8.406538462
Potato,2017,Rabi       ,Uttar Pradesh,572826.0,15008697,652.1,90185725.44,217673.88,23.98133333
Other  Rabi pulses,2004,Rabi       ,Bihar,2492.0,1886,1147.8,269983.28,523.32,0.819090909
Onion,2013,Kharif     ,Puducherry,1.0,18,1083.2,144.49,0.27,18.0
Soyabean,2007,Kharif     ,West Bengal,536.0,322,2007.5,71502.4,85.76,0.5975
Horse-gram,1998,Kharif     ,Himachal Pradesh,3028.0,1475,1381.6,299166.4,878.12,0.467
Garlic,2019,Whole Year ,Karnataka,1706.0,8741,1422.3,293022.56,631.22,5.177727273
Other  Rabi pulses,2016,Rabi       ,Puducherry,44.0,42,1391.3,6743.0,15.4,0.95
Linseed,2016,Rabi       ,Himachal Pradesh,417.0,114,1373.9,63905.25,145.95,0.195
Small millets,2009,Kharif     ,Chhattisgarh,171071.0,29998,956.9,26656283.22,29082.07,0.181111111
Banana,2009,Whole Year ,Kerala,51275.0,406242,2821.5,7989670.5,8716.75,7.835714286
Bajra,2014,Kharif     ,Nagaland,690.0,700,1333.3,104162.4,227.7,0.989090909
Sunflower,2006,Whole Year ,Andhra Pradesh,445693.0,329437,845.2,56919453.03,98052.46,0.896363636
Ragi,1997,Whole Year ,Goa,2800.0,2476,3680.3,266476.0,868.0,0.87
Tobacco,2005,Whole Year ,Gujarat,65100.0,101500,942.4,7806792.0,13671.0,1.41
Moth,2005,Kharif     ,Uttarakhand,9.0,3,1353.3,1079.28,1.89,0.33
Potato,2012,Rabi       ,Uttar Pradesh,547660.0,13336619,746.3,82587128.0,169774.6,22.3752
Sugarcane,2009,Whole Year ,Andhra Pradesh,157834.0,11695863,711.0,24593693.88,26831.78,83.372
Urad,2011,Kharif     ,Manipur,1506.0,1650,1533.561905,252285.12,496.98,1.136666667
Maize,2019,Summer     ,Uttarakhand,362.0,491,1378.9,62177.12,133.94,1.7
Tobacco,2004,Whole Year ,Assam,678.0,365,2536.9,73454.52,142.38,0.580869565
Turmeric,2004,Whole Year ,Chhattisgarh,738.0,642,1122.8,79954.92,154.98,1.040625
Wheat,2000,Rabi       ,Madhya Pradesh,3299120.0,4861992,723.3,323874610.4,857771.2,1.499333333
Cotton(lint),1997,Kharif     ,West Bengal,26000.0,52000,1852.9,2474420.0,8060.0,2.0
Bajra,2015,Rabi       ,Tamil Nadu,16146.0,38825,1201.9,2549614.86,5328.18,2.496
Sugarcane,2002,Whole Year ,Delhi,5.0,340,593.6,473.35,1.25,68.0
Tobacco,2013,Whole Year ,Uttarakhand,6.0,22,1735.4,866.94,1.62,3.67
Other Kharif pulses,2018,Kharif     ,West Bengal,1840.0,1230,2012.6,298448.0,644.0,0.656
Sugarcane,2011,Whole Year ,Assam,28404.0,1052514,1743.4,4758238.08,9373.32,37.69074074
Ragi,2001,Kharif     ,Puducherry,138.0,325,1434.5875,14093.94,35.88,2.36
Urad,2002,Kharif     ,Punjab,3900.0,1900,301.8,369213.0,975.0,0.593333333
Castor seed,2004,Kharif     ,Andhra Pradesh,271600.0,105437,781.8,29425144.0,57036.0,0.484444444
Ragi,2007,Winter     ,Odisha,40826.0,28992,1633.8,5446188.4,6532.16,0.522307692
Gram,2008,Whole Year ,Tamil Nadu,6852.0,4355,1201.9,980110.08,616.68,0.534761905
Groundnut,2016,Rabi       ,Karnataka,3309.0,7482,1147.2,507104.25,1158.15,2.26
Groundnut,1998,Kharif     ,Himachal Pradesh,282.0,286,1381.6,27861.6,81.78,0.714285714
Bajra,2007,Kharif     ,Maharashtra,1283000.0,1126900,1257.2,171152200.0,205280.0,0.742272727
Groundnut,2013,Kharif     ,Uttar Pradesh,96464.0,86157,995.2,13938083.36,26045.28,0.966785714
Groundnut,2009,Rabi       ,Puducherry,374.0,796,1434.5875,58276.68,63.58,1.575
Rapeseed &Mustard,2000,Rabi       ,Uttar Pradesh,556142.0,556379,874.4,54596460.14,144596.92,0.874347826
Urad,2016,Kharif     ,Gujarat,193539.0,117650,710.5,29659851.75,67738.65,0.6584375
Groundnut,1997,Kharif     ,Punjab,8000.0,8000,690.1,761360.0,2480.0,1.0
Onion,2015,Whole Year ,Madhya Pradesh,147866.95,3413490,1000.7,23349670.07,48796.0935,22.43019608
Bajra,2013,Summer     ,Gujarat,308590.0,862094,1006.5,44588169.1,83319.3,2.754090909
Small millets,2018,Summer     ,Uttar Pradesh,63.0,57,792.8,10218.6,22.05,0.95
Guar seed,2004,Whole Year ,Punjab,27100.0,19400,366.4,2936014.0,5691.0,0.8
